order_id,order_date,name,city,state,post_code,region,category,sub_category,sales,qty,profit
CA-2015-124800,2015-09-26 00:00:00,Rick Wilson,Mesa,Arizona,85204,West,Office Supplies,Binders,77.03,9,-59.06
CA-2015-124800,2015-09-26 00:00:00,Rick Wilson,Mesa,Arizona,85204,West,Office Supplies,Storage,119.9,6,-1.5
CA-2015-124800,2015-09-26 00:00:00,Rick Wilson,Mesa,Arizona,85204,West,Technology,Phones,263.96,5,23.1
CA-2015-124800,2015-09-26 00:00:00,Rick Wilson,Mesa,Arizona,85204,West,Office Supplies,Storage,363.65,4,-86.37
US-2015-164448,2015-10-31 00:00:00,Damala Kotsonis,Salinas,California,93905,West,Office Supplies,Binders,9.73,2,3.28
US-2015-164448,2015-10-31 00:00:00,Damala Kotsonis,Salinas,California,93905,West,Office Supplies,Envelopes,14.75,5,7.08
US-2015-164448,2015-10-31 00:00:00,Damala Kotsonis,Salinas,California,93905,West,Office Supplies,Binders,29.8,5,9.31
US-2015-164448,2015-10-31 00:00:00,Damala Kotsonis,Salinas,California,93905,West,Office Supplies,Labels,427.42,14,196.61
CA-2017-122700,2017-11-26 00:00:00,Liz Thompson,Columbus,Ohio,43229,East,Technology,Phones,220.75,8,-40.47
CA-2014-120768,2014-12-19 00:00:00,Irene Maddox,Florence,Alabama,35630,South,Office Supplies,Binders,152.76,6,74.85
CA-2014-120768,2014-12-19 00:00:00,Irene Maddox,Florence,Alabama,35630,South,Office Supplies,Supplies,7.27,1,1.96
CA-2014-120768,2014-12-19 00:00:00,Irene Maddox,Florence,Alabama,35630,South,Furniture,Chairs,1819.86,14,163.79
US-2016-153129,2016-12-26 00:00:00,Frank Preis,Seattle,Washington,98105,West,Office Supplies,Paper,33.9,5,15.59
CA-2017-106852,2017-06-20 00:00:00,Shui Tom,Parma,Ohio,44134,East,Office Supplies,Paper,31.1,6,10.89
CA-2017-106852,2017-06-20 00:00:00,Shui Tom,Parma,Ohio,44134,East,Office Supplies,Art,5.25,2,0.59
CA-2015-139731,2015-10-15 00:00:00,Joel Eaton,Amarillo,Texas,79109,Central,Technology,Accessories,263.88,3,42.88
CA-2015-139731,2015-10-15 00:00:00,Joel Eaton,Amarillo,Texas,79109,Central,Furniture,Chairs,2453.43,5,-350.49
CA-2017-122735,2017-04-12 00:00:00,Bill Donatelli,Providence,Rhode Island,2908,East,Office Supplies,Binders,29.7,5,13.37
CA-2017-122735,2017-04-12 00:00:00,Bill Donatelli,Providence,Rhode Island,2908,East,Office Supplies,Paper,39.96,4,17.98
CA-2017-128160,2017-12-19 00:00:00,Michael Moore,San Francisco,California,94110,West,Office Supplies,Binders,36.67,2,11.46
CA-2017-117695,2017-08-05 00:00:00,Pauline Webber,Richmond,Kentucky,40475,South,Office Supplies,Paper,13.76,2,6.33
CA-2015-166135,2015-10-01 00:00:00,Shaun Chance,Aurora,Colorado,80013,West,Office Supplies,Storage,139.42,4,17.43
CA-2016-133725,2016-05-23 00:00:00,Ken Lonsdale,Chicago,Illinois,60623,Central,Technology,Phones,1979.93,9,148.49
CA-2017-102337,2017-06-13 00:00:00,Shirley Daniels,Chicago,Illinois,60653,Central,Office Supplies,Storage,164.74,4,-39.12
CA-2017-102337,2017-06-13 00:00:00,Shirley Daniels,Chicago,Illinois,60653,Central,Furniture,Chairs,470.3,7,-87.34
CA-2017-102337,2017-06-13 00:00:00,Shirley Daniels,Chicago,Illinois,60653,Central,Technology,Phones,47.98,2,6
US-2014-112564,2014-04-23 00:00:00,Theresa Swint,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.5,3,-1.75
CA-2015-145821,2015-05-01 00:00:00,Jennifer Braxton,Los Angeles,California,90008,West,Technology,Phones,88.75,3,11.09
US-2015-160150,2015-07-19 00:00:00,Thais Sissman,Phoenix,Arizona,85023,West,Office Supplies,Binders,2.03,1,-1.35
CA-2016-133711,2016-11-26 00:00:00,Mark Cousins,Mobile,Alabama,36608,South,Office Supplies,Paper,70.98,7,34.78
CA-2016-133711,2016-11-26 00:00:00,Mark Cousins,Mobile,Alabama,36608,South,Office Supplies,Binders,91.68,3,45.84
CA-2016-133711,2016-11-26 00:00:00,Mark Cousins,Mobile,Alabama,36608,South,Office Supplies,Binders,33.75,5,16.88
CA-2016-133711,2016-11-26 00:00:00,Mark Cousins,Mobile,Alabama,36608,South,Technology,Machines,3040,8,1459.2
CA-2017-148474,2017-06-12 00:00:00,Maria Etezadi,Columbus,Georgia,31907,South,Office Supplies,Binders,91.2,3,41.95
CA-2017-148474,2017-06-12 00:00:00,Maria Etezadi,Columbus,Georgia,31907,South,Furniture,Tables,452.94,3,67.94
CA-2015-111297,2015-08-17 00:00:00,Shaun Chance,New Bedford,Massachusetts,2740,East,Office Supplies,Binders,52.2,9,23.49
CA-2016-123722,2016-09-25 00:00:00,Nicole Hansen,Irving,Texas,75061,Central,Office Supplies,Labels,15.94,4,5.18
CA-2014-155271,2014-05-04 00:00:00,Andrew Allen,Middletown,Connecticut,6457,East,Furniture,Furnishings,27.46,2,9.89
CA-2015-119907,2015-12-01 00:00:00,Logan Currie,Seattle,Washington,98103,West,Office Supplies,Binders,55.42,2,19.4
US-2016-128902,2016-03-11 00:00:00,Mick Brown,Vineland,New Jersey,8360,East,Furniture,Tables,244.01,2,-31.37
CA-2016-152289,2016-08-26 00:00:00,Linda Cazamias,Pasadena,Texas,77506,Central,Technology,Accessories,159.98,2,44
CA-2016-152289,2016-08-26 00:00:00,Linda Cazamias,Pasadena,Texas,77506,Central,Furniture,Chairs,1024.72,6,-29.28
US-2016-104794,2016-12-16 00:00:00,Keith Dawkins,New York City,New York,10009,East,Office Supplies,Fasteners,3.68,2,1.8
CA-2014-151708,2014-08-08 00:00:00,Maria Bertelson,Glendale,Arizona,85301,West,Furniture,Furnishings,121.38,4,-3.03
CA-2014-151708,2014-08-08 00:00:00,Maria Bertelson,Glendale,Arizona,85301,West,Technology,Accessories,95.98,3,-10.8
CA-2015-100769,2015-05-16 00:00:00,Tracy Hopkins,Jacksonville,Florida,32216,South,Technology,Accessories,255.97,4,32
CA-2017-139199,2017-12-09 00:00:00,Damala Kotsonis,Detroit,Michigan,48234,Central,Furniture,Chairs,872.94,3,226.96
CA-2017-139199,2017-12-09 00:00:00,Damala Kotsonis,Detroit,Michigan,48234,Central,Office Supplies,Binders,41.54,2,19.52
CA-2017-139199,2017-12-09 00:00:00,Damala Kotsonis,Detroit,Michigan,48234,Central,Office Supplies,Paper,12.96,2,6.22
US-2015-161466,2015-09-24 00:00:00,Odella Nelson,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,6.85,2,0.6
CA-2017-164959,2017-07-11 00:00:00,Katherine Nockton,Los Angeles,California,90004,West,Office Supplies,Labels,8.67,3,4.07
US-2015-105676,2015-12-01 00:00:00,Neoma Murray,Houston,Texas,77036,Central,Furniture,Furnishings,6.69,4,-4.01
CA-2016-113138,2016-11-19 00:00:00,Nora Pelletier,Niagara Falls,New York,14304,East,Office Supplies,Art,17.28,6,5.01
CA-2016-113138,2016-11-19 00:00:00,Nora Pelletier,Niagara Falls,New York,14304,East,Office Supplies,Binders,17.71,3,6.42
US-2017-104955,2017-03-19 00:00:00,Catherine Glotzbach,New York City,New York,10024,East,Office Supplies,Labels,28.91,7,13.3
CA-2016-121958,2016-11-13 00:00:00,Cindy Stewart,Thomasville,North Carolina,27360,South,Office Supplies,Supplies,52.14,7,5.87
CA-2017-121468,2017-11-19 00:00:00,Katherine Ducich,Westminster,California,92683,West,Technology,Phones,31.97,4,2.4
US-2016-108455,2016-12-02 00:00:00,Mike Kennedy,San Francisco,California,94122,West,Office Supplies,Paper,25.92,4,12.44
US-2016-108455,2016-12-02 00:00:00,Mike Kennedy,San Francisco,California,94122,West,Office Supplies,Paper,40.46,7,19.83
US-2016-108455,2016-12-02 00:00:00,Mike Kennedy,San Francisco,California,94122,West,Office Supplies,Storage,33.87,3,8.81
CA-2017-101210,2017-08-25 00:00:00,Don Weiss,Jackson,Tennessee,38301,South,Office Supplies,Art,9.73,2,1.7
CA-2017-101210,2017-08-25 00:00:00,Don Weiss,Jackson,Tennessee,38301,South,Office Supplies,Paper,3.42,1,1.07
US-2016-108098,2016-10-14 00:00:00,Christine Phan,Seattle,Washington,98115,West,Technology,Accessories,177,3,30.09
CA-2014-119032,2014-11-27 00:00:00,Maxwell Schwartz,New York City,New York,10035,East,Office Supplies,Fasteners,3.76,2,1.32
CA-2015-140410,2015-11-03 00:00:00,Corinna Mitchell,Los Angeles,California,90008,West,Technology,Phones,1212.85,7,106.12
CA-2015-140410,2015-11-03 00:00:00,Corinna Mitchell,Los Angeles,California,90008,West,Technology,Accessories,89.97,3,37.79
CA-2015-140410,2015-11-03 00:00:00,Corinna Mitchell,Los Angeles,California,90008,West,Furniture,Furnishings,42.6,3,16.61
CA-2014-136280,2014-11-29 00:00:00,Corey-Lock,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,5.04,2,1.76
CA-2017-151911,2017-04-30 00:00:00,Dionis Lloyd,New York City,New York,10024,East,Office Supplies,Envelopes,62.96,4,28.33
CA-2017-166436,2017-11-24 00:00:00,Todd Sumrall,New York City,New York,10035,East,Office Supplies,Paper,5.88,1,2.88
CA-2017-166436,2017-11-24 00:00:00,Todd Sumrall,New York City,New York,10035,East,Furniture,Chairs,977.29,6,173.74
CA-2017-139661,2017-10-30 00:00:00,Jane Waco,Vancouver,Washington,98661,West,Furniture,Furnishings,9.64,2,3.66
CA-2014-123925,2014-12-17 00:00:00,Roy Franz,Columbus,Georgia,31907,South,Office Supplies,Art,40.05,3,11.21
CA-2017-152485,2017-09-04 00:00:00,John Dryer,Coppell,Texas,75019,Central,Office Supplies,Art,10.19,7,3.19
CA-2017-152485,2017-09-04 00:00:00,John Dryer,Coppell,Texas,75019,Central,Office Supplies,Storage,16.78,1,-0.21
CA-2017-152485,2017-09-04 00:00:00,John Dryer,Coppell,Texas,75019,Central,Office Supplies,Art,13.12,5,3.77
CA-2016-141586,2016-10-17 00:00:00,Neil Knudson,San Francisco,California,94122,West,Office Supplies,Binders,18.16,5,6.58
CA-2017-130386,2017-11-12 00:00:00,Nathan Gelder,Austin,Texas,78745,Central,Office Supplies,Paper,16.06,3,5.82
